actual,predicted,predict_proba
K,Q,0.2865246
K,Y,0.348469
K,S,0.74374485
K,Q,0.95770174
K,Q,0.7174871
K,Q,0.59549993
K,S,0.74890554
K,Q,0.2999291
K,Q,0.9705082
K,S,0.4441755
K,S,0.7463785
K,Y,0.32742977
K,A,0.5143762
K,A,0.43950367
K,S,0.6631615
K,Q,0.6782464
K,Y,0.46749797
K,S,0.67924917
K,Q,0.6296916
K,S,0.63404405
K,S,0.48661342
K,Q,0.8873934
K,Q,0.7845224
K,Y,0.72993815
K,S,0.32098338
K,Q,0.30948132
K,Q,0.77305484
K,Y,0.39461708
K,Q,0.85495484
K,Y,0.66403806
K,Y,0.5578091
K,Q,0.6767646
K,S,0.5833681
K,S,0.55304223
K,S,0.66739684
K,Q,0.85786384
K,S,0.4068432
K,S,0.40982348
K,Q,0.980821
K,A,0.5288206
K,Q,0.3042799
K,A,0.5753938
K,A,0.5835833
K,S,0.5814108
K,S,0.79100883
K,Q,0.6847578
K,S,0.7478529
K,Q,0.7539355
K,Q,0.7947466
K,S,0.6675478
K,S,0.78308964
K,A,0.51609683
K,Q,0.42170337
K,Q,0.298255
K,S,0.5363153
K,Q,0.8339278
K,Q,0.7323232
K,Q,0.5700893
K,Q,0.44567636
K,Q,0.9758278
K,Q,0.4663357
K,Q,0.9946285
K,S,0.6714321
K,Y,0.65072846
K,S,0.6192756
K,Q,0.4065831
K,Y,0.38900438
K,S,0.42347014
K,S,0.48236373
K,Q,0.2745353
K,Y,0.7205007
K,Q,0.56883186
K,S,0.48340088
K,Q,0.59500027
K,A,0.52801836
K,A,0.25932044
K,S,0.42577288
K,S,0.49758723
K,S,0.36026236
K,Q,0.60177815
K,Q,0.78561556
K,S,0.50708556
K,S,0.7917052
K,A,0.46222353
K,S,0.6496048
K,S,0.5685291
K,S,0.49662116
K,S,0.48365694
K,Y,0.92984617
K,S,0.31415755
K,A,0.42178094
K,S,0.83133835
K,S,0.5785
K,Q,0.67142683
K,S,0.84118485
K,S,0.44683343
K,S,0.84995425
K,S,0.6038647
K,Q,0.38268498
K,Q,0.90019816
K,Q,0.89945066
K,S,0.8504905
K,S,0.32199156
K,Y,0.80256903
K,S,0.28616494
K,S,0.8462301
K,A,0.52714616
K,Q,0.33780262
K,Q,0.53517574
K,S,0.54294324
K,S,0.6625441
K,S,0.41130418
K,S,0.51931
K,Y,0.91389817
K,S,0.7653534
K,S,0.57886136
K,Q,0.8717794
K,S,0.5554061
K,S,0.77941996
K,Q,0.97329617
K,Q,0.316866
K,S,0.32429987
K,S,0.6659502
K,S,0.4434312
K,Q,0.34836975
K,S,0.67198014
K,Q,0.8526105
K,S,0.6264742
K,S,0.26806748
K,S,0.6825369
K,Q,0.7911372
K,A,0.5942818
K,Q,0.38994363
K,S,0.62850535
K,S,0.44817644
K,A,0.43589684
K,S,0.7092612
K,S,0.8209969
K,Q,0.6691231
K,Q,0.67810106
K,S,0.5366058
K,S,0.50105554
K,Q,0.3311961
K,A,0.70983976
K,Q,0.56384546
K,Q,0.64994144
K,S,0.6573781
K,Q,0.7048823
K,S,0.7590541
K,S,0.7793694
K,S,0.5465656
K,S,0.62305963
K,Q,0.44236517
K,Q,0.8709784
K,Q,0.68765324
K,Q,0.56743646
K,Q,0.9802193
K,Q,0.850114
K,Q,0.32157946
K,Q,0.40019158
K,S,0.77357566
K,Q,0.78453475
K,S,0.391139
K,Q,0.5886097
K,S,0.59435666
K,S,0.42662096
K,Q,0.91693246
K,S,0.78393805
K,Y,0.4318385
K,S,0.53080773
K,Q,0.4150539
K,S,0.8722899
K,Q,0.9899384
K,Y,0.6237689
K,S,0.6087594
K,Q,0.6146634
K,S,0.49346226
K,A,0.5976882
K,Q,0.43561557
K,A,0.50302404
K,S,0.5493384
K,S,0.33527026
K,Q,0.44556814
K,Q,0.6508554
K,Q,0.9043056
K,S,0.83630687
K,S,0.44012785
K,S,0.72564465
K,S,0.73449177
K,S,0.843279
K,S,0.7619722
K,Y,0.7192578
K,S,0.5559783
K,S,0.8131427
K,A,0.9054829
K,S,0.3298687
K,Q,0.60361934
K,A,0.57754165
K,S,0.80167913
K,Y,0.5451883
K,S,0.491367
K,Q,0.7542671
K,S,0.33501336
K,Q,0.25836974
K,Q,0.75061846
K,S,0.5250936
K,Y,0.31133038
K,Q,0.35300016
K,A,0.76530015
K,Q,0.67347443
K,Q,0.8738197
K,Y,0.86621976
K,Q,0.5066764
K,Q,0.91224706
K,Q,0.37089455
K,Q,0.62550175
K,Q,0.9805809
K,Q,0.82868093
K,A,0.3720245
K,S,0.35667956
K,Q,0.29518908
K,Q,0.6452292
K,Q,0.6378211
K,S,0.5473766
K,Q,0.4947523
K,S,0.7221768
K,Q,0.635314
K,S,0.32945776
K,Q,0.37403804
K,Q,0.81797445
K,Q,0.9168754
K,Y,0.43465272
K,Q,0.9974443
K,S,0.426112
K,S,0.6287449
K,S,0.63451856
K,Q,0.32599932
K,S,0.7930101
K,Q,0.92560756
K,Q,0.6134809
K,Y,0.42272735
K,Q,0.43465844
K,S,0.40317506
K,Q,0.9991229
K,S,0.42117262
K,A,0.47986108
K,Q,0.8728822
K,A,0.5517776
K,S,0.91267943
K,S,0.67707074
K,S,0.45880535
K,Q,0.74999493
K,S,0.63528824
K,Q,0.46731573
K,Q,0.8896146
K,Q,0.59430075
K,S,0.49679586
K,S,0.89885885
K,Y,0.6243361
K,A,0.61833555
K,S,0.26418912
K,S,0.564423
K,S,0.28642976
K,Q,0.32116306
K,Q,0.5989255
K,S,0.59753895
K,S,0.76381516
K,Q,0.40473643
K,Q,0.34815362
K,S,0.34056702
K,A,0.5479957
K,S,0.80073005
K,Q,0.49879122
K,Q,0.64591086
K,Q,0.3996064
K,Q,0.42884544
K,S,0.53307617
K,S,0.6106152
K,Q,0.7564667
K,S,0.8320042
K,Y,0.47501364
K,A,0.8416962
K,Y,0.8150832
K,Q,0.5137663
K,S,0.7426281
K,S,0.55194205
K,S,0.7830436
K,Q,0.43394104
K,Q,0.98539144
K,S,0.6804688
K,S,0.5759497
K,Y,0.496394
K,Y,0.678385
K,Q,0.56854767
K,S,0.77367747
K,Q,0.693128
K,Q,0.6073712
K,A,0.8888287
K,S,0.43109852
K,A,0.6237784
K,Q,0.49722493
K,Q,0.88560253
K,S,0.59644186
K,S,0.36121607
K,S,0.74527377
K,S,0.7597697
K,A,0.69203293
K,A,0.86497676
K,S,0.62303895
K,S,0.6290623
K,A,0.70372623
K,A,0.33493915
K,S,0.8443144
K,H,0.548624
K,Q,0.69310576
K,Q,0.87381506
K,S,0.54353607
K,S,0.5462244
K,Y,0.36754394
K,S,0.44926685
K,S,0.58311987
K,S,0.6677218
K,S,0.95042187
K,Q,0.6335331
K,S,0.33846337
K,Q,0.4387799
K,S,0.645722
K,S,0.76484543
K,S,0.43060577
K,Q,0.94705063
K,S,0.7776211
K,S,0.51781386
K,Q,0.39372778
K,A,0.5995754
K,Q,0.5876893
K,Q,0.64289135
K,S,0.7720161
K,S,0.7461698
K,S,0.50287384
K,S,0.5976721
K,Q,0.48079064
K,S,0.64595574
K,Q,0.5897137
K,S,0.5035173
K,S,0.41707805
K,S,0.50694466
K,S,0.77009517
K,Y,0.8977836
K,Q,0.38259745
K,S,0.72743624
K,S,0.35346726
K,S,0.6338895
K,S,0.88245654
K,S,0.8651088
K,S,0.7210854
L,Q,0.9154756
L,Q,0.99970526
L,Q,0.997875
L,Q,0.9408597
L,Q,0.9901772
L,Q,0.82072055
L,Q,0.5342763
L,Q,0.99117166
L,S,0.9539168
L,Q,0.9959097
L,Q,0.6398742
L,Q,0.95982987
L,Q,0.9240012
L,S,0.80435604
L,S,0.75518215
L,S,0.9268316
L,Q,0.85196507
L,S,0.75122374
L,Q,0.4666398
L,S,0.5669061
L,S,0.6340463
L,Q,0.6917019
L,Q,0.6444827
L,Q,0.91679025
L,Q,0.3436674
L,S,0.7301514
L,Q,0.9421969
L,Q,0.7837202
L,Q,0.60880965
L,Q,0.7060755
L,Q,0.9301557
L,Y,0.68753684
L,S,0.8425164
L,Q,0.9341921
L,Q,0.89388686
L,S,0.56210893
L,Q,0.77133524
L,Q,0.9593581
L,Q,0.3379887
L,Y,0.8884226
L,Q,0.99049044
L,S,0.38906217
L,Y,0.6225533
L,Q,0.9978801
L,Q,0.986937
L,Q,0.98899895
L,S,0.9100251
L,Q,0.83204645
L,Q,0.98519737
L,Q,0.8867282
L,Q,0.8928287
L,Y,0.48713315
L,Q,0.99981683
L,S,0.60790676
L,Q,0.6352913
L,Q,0.9806708
L,Q,0.94334215
L,S,0.38717148
L,S,0.71348816
L,Q,0.8539781
L,Q,0.99733645
L,Q,0.99085677
L,Q,0.999368
L,Q,0.9997156
L,Q,0.9056737
L,Q,0.5714531
L,Q,0.42959532
L,Q,0.66701293
L,S,0.6716378
L,S,0.56831145
L,Q,0.99895716
L,Q,0.57553506
L,Q,0.8156262
L,Q,0.64468867
L,Q,0.9543748
L,S,0.5201184
L,Q,0.96184707
L,Q,0.9950694
L,Q,0.5669823
L,Q,0.44655314
L,S,0.56226087
L,Y,0.58238906
L,S,0.71533173
L,Q,0.7456349
L,S,0.8432883
L,Q,0.99601895
L,Q,0.5922003
L,Q,0.8517171
L,Q,0.8185489
L,Y,0.44795215
L,Q,0.9737604
L,Q,0.9572955
L,S,0.54137313
L,Y,0.43796864
L,Q,0.39689302
L,Q,0.94531894
L,Q,0.99962986
L,Q,0.99249685
L,Q,0.98491216
L,Q,0.9451292
L,Q,0.81315315
L,S,0.9023893
L,S,0.90503526
L,Q,0.9409413
L,S,0.80644476
L,Q,0.57083964
L,Q,0.9860999
L,Y,0.46781528
L,Q,0.46438736
L,Y,0.4757605
L,Q,0.9981401
L,Q,0.6072224
L,Y,0.75534683
L,Q,0.94993705
L,Q,0.9934149
L,Q,0.7119425
L,Q,0.87773436
L,Q,0.9266132
L,S,0.68575555
L,Q,0.9019462
L,Q,0.9960294
L,Y,0.5826889
L,Q,0.5731427
L,Q,0.58745867
L,Q,0.8227304
L,Q,0.96229595
L,Q,0.8181653
L,Q,0.9924717
L,Y,0.2851681
L,S,0.4335616
L,Q,0.9569484
L,Q,0.8548381
L,Q,0.8308701
L,S,0.42306373
L,Q,0.9855128
L,Q,0.9993685
L,S,0.68113405
L,Q,0.9920432
L,Q,0.8941708
L,Q,0.7345617
L,Q,0.80511636
L,S,0.5195159
L,Q,0.82500917
L,Q,0.8937045
L,Q,0.9511507
L,S,0.7998054
L,Q,0.71620667
L,Q,0.997244
L,S,0.41326532
L,S,0.687408
L,S,0.69901013
L,Q,0.9206737
L,Q,0.9884216
L,Q,0.88380504
L,S,0.6141787
L,Q,0.6714983
L,S,0.57652235
L,Y,0.48962215
L,Q,0.75893676
L,Q,0.94889486
L,Q,0.9979348
L,Q,0.34276888
L,Q,0.94962484
L,I,0.48356795
L,S,0.52026856
L,Q,0.9904073
L,Q,0.8784659
L,Q,0.6131062
L,A,0.5512981
L,Q,0.89896834
L,Q,0.961294
L,Q,0.9976786
L,Q,0.86312455
L,S,0.4492546
L,Y,0.6863064
L,Q,0.96259797
L,Y,0.8483399
L,Q,0.67858005
L,Q,0.6153375
L,Q,0.9987961
L,Q,0.76507473
L,Q,0.989394
L,Q,0.9214688
L,Y,0.79649687
L,Q,0.8968757
L,Q,0.9563554
L,Q,0.7064326
L,Q,0.857274
L,Q,0.7164012
L,Q,0.9994313
L,Q,0.9955598
L,Q,0.9959602
L,Q,0.99912554
L,S,0.71636766
L,S,0.56797266
L,S,0.7783069
L,Q,0.9824484
L,Q,0.8627302
L,Q,0.99135816
L,Q,0.7710036
L,Q,0.96993905
L,S,0.70988464
L,Y,0.8792983
L,A,0.74060667
L,S,0.6758457
L,S,0.6046292
L,Q,0.99776995
L,Q,0.89924675
L,Q,0.9997532
L,Q,0.999238
L,Q,0.8393598
L,S,0.9048542
L,S,0.82885313
L,Y,0.5091164
L,Q,0.910974
L,Q,0.9988493
L,Y,0.7045154
L,S,0.8267719
L,Q,0.6375232
L,Q,0.9995634
L,Q,0.9140762
L,S,0.56728286
L,Q,0.9195198
L,Q,0.9344413
L,Q,0.6498068
L,Q,0.98798066
L,S,0.688672
L,S,0.6547223
L,Q,0.5115609
L,S,0.7783483
L,Q,0.98474807
L,S,0.41484872
L,Q,0.5938668
L,S,0.7468565
L,Q,0.84708667
L,S,0.913997
L,Q,0.8912499
L,Q,0.9914705
L,Q,0.430897
L,Q,0.57837194
L,Q,0.9988431
L,Q,0.7470038
L,S,0.847878
L,Q,0.96847904
L,Q,0.99827003
L,Y,0.356865
L,Y,0.4957192
L,Q,0.99850464
L,Y,0.4133855
L,Y,0.3152929
L,Q,0.76110107
L,Q,0.5716458
L,Q,0.9958007
L,S,0.8585003
L,Q,0.98771954
L,Q,0.9812919
L,Y,0.77518445
L,Q,0.9232811
L,Q,0.94547373
L,Q,0.9476038
L,S,0.7967272
L,Q,0.98538905
L,S,0.7679786
L,Q,0.85354334
L,Y,0.36376163
L,Q,0.83841157
L,A,0.5093122
L,S,0.64311093
L,A,0.5270524
L,Q,0.57107824
L,O,0.6196241
L,Q,0.970448
L,Q,0.4325472
L,Q,0.9079268
L,Q,0.89384055
L,Q,0.97595996
L,Q,0.992618
L,Q,0.964348
L,Q,0.54390025
L,Q,0.34995782
L,Q,0.8461988
L,Q,0.9995784
L,Q,0.6657356
L,Q,0.6813676
L,Q,0.9694957
L,Q,0.48531872
L,S,0.82415384
L,Q,0.53350085
L,S,0.7466117
L,S,0.9104799
L,Q,0.99808145
L,Q,0.9982566
L,Q,0.92637455
L,Q,0.5024961
L,A,0.32334235
L,S,0.8922393
L,S,0.43385163
L,Y,0.3699217
L,Q,0.987722
L,S,0.6785696
L,S,0.5967479
L,S,0.9581497
L,Q,0.8547076
L,Q,0.47330117
L,Q,0.9927423
L,Q,0.99473023
L,Q,0.54956794
L,Q,0.5611887
L,Q,0.99576
L,Q,0.90499026
L,Q,0.70065165
L,Q,0.6469676
L,Q,0.99985504
L,I,0.44937432
L,Q,0.94990087
L,S,0.5288632
L,Q,0.8444969
L,Q,0.976642
L,Q,0.8767771
L,Q,0.9971414
L,Q,0.82568884
L,Q,0.51048017
L,Q,0.4496495
L,S,0.81491375
L,Q,0.6615391
L,S,0.8380306
L,Q,0.93768346
L,Q,0.98668206
L,Y,0.47272328
L,Q,0.8340135
L,Y,0.8607236
L,Q,0.99861336
L,Y,0.43748268
L,S,0.7102645
L,S,0.69399893
L,Q,0.84867305
L,Y,0.65844417
L,A,0.66819465
L,Q,0.91113317
L,Q,0.9521889
L,Q,0.47635555
L,S,0.7930018
L,Q,0.8972916
L,Q,0.40545446
L,S,0.95652354
L,Q,0.98119766
L,Q,0.580037
L,Q,0.46653885
L,Y,0.3126839
L,Q,0.9975036
L,Q,0.99450535
L,S,0.80732805
L,Q,0.960011
L,Y,0.5109157
L,S,0.7887785
L,Q,0.7317606
L,Q,0.94096965
L,Q,0.53436655
L,Q,0.99463415
L,Q,0.9752001
L,S,0.8776417
L,S,0.56098795
L,Y,0.47168955
L,S,0.78109056
L,Q,0.9982262
L,Y,0.42478108
L,Q,0.99983215
L,S,0.41408432
L,O,0.8150486
L,S,0.51114273
L,Q,0.84949356
L,Y,0.3274729
L,S,0.94248295
L,Q,0.96079886
L,Q,0.9965501
L,Q,0.9853279
L,Q,0.9572213
L,Q,0.9987784
L,Q,0.98050976
L,Q,0.8697923
L,Q,0.99304974
L,Q,0.69050556
L,S,0.8736971
L,Q,0.90943754
L,Q,0.9998878
L,Q,0.96659374
L,S,0.8921038
L,O,0.34751204
L,Q,0.99499464
L,S,0.83301795
L,Q,0.8509804
L,S,0.33988348
L,Y,0.46191657
L,Q,0.9118542
L,S,0.82260627
L,Q,0.9951149
L,Q,0.99882513
L,Q,0.98464715
L,Q,0.9852883
L,Q,0.7181608
M,S,0.9117979
M,Y,0.79881
M,S,0.81710035
M,S,0.8197042
M,Y,0.46187016
M,S,0.70959216
M,Q,0.9578624
M,Q,0.631192
M,S,0.50473315
M,S,0.76667523
M,Y,0.6562131
M,S,0.6585922
M,Q,0.6379528
M,S,0.7479824
M,S,0.96981096
M,S,0.84500796
M,S,0.5033073
M,S,0.9123481
M,S,0.8580682
M,S,0.72572505
M,Q,0.99456465
M,Q,0.9009633
M,S,0.86912465
M,S,0.8963379
M,S,0.8447438
M,S,0.56740487
M,S,0.71503544
M,Q,0.9878808
M,H,0.61091006
M,Q,0.8135474
M,S,0.83004516
M,S,0.8508622
M,Y,0.65946907
M,S,0.6505039
M,S,0.67758226
M,Q,0.501359
M,S,0.83674616
M,S,0.9138302
M,Q,0.9561054
M,S,0.70356375
M,S,0.97735286
M,S,0.8859047
M,S,0.73519224
M,Y,0.9163999
M,S,0.43625355
M,Q,0.9987556
M,Q,0.98431224
M,Y,0.44938117
M,Y,0.5576371
M,S,0.81518674
M,S,0.7977778
M,S,0.72082996
M,Q,0.7838889
M,Y,0.81465876
M,S,0.82043546
M,Q,0.84560776
M,S,0.7295993
M,S,0.65656257
M,Q,0.9501127
M,Y,0.94908744
M,S,0.7321084
M,S,0.8358593
M,S,0.9130809
M,Q,0.9247357
M,S,0.73967475
M,S,0.8676646
M,S,0.7218962
M,S,0.86537755
M,Q,0.8666405
M,Q,0.67554075
M,S,0.7957888
M,Q,0.8345651
M,Q,0.95905185
M,S,0.9104182
M,S,0.93180394
M,S,0.9051803
M,S,0.8325763
M,Q,0.67639357
M,Q,0.65462106
M,S,0.6656581
M,S,0.8710811
M,S,0.6435775
M,S,0.82492864
M,Y,0.4147882
M,S,0.6155551
M,Q,0.97970176
M,S,0.8471406
M,Y,0.6528202
M,S,0.7153282
M,S,0.86726403
M,Y,0.44512984
M,Q,0.508237
M,S,0.6795496
M,S,0.9555963
M,H,0.9568029
M,Q,0.98975337
M,S,0.83335084
M,S,0.8992022
M,S,0.7644485
M,S,0.8411561
M,S,0.88148063
M,S,0.46494865
M,S,0.75068915
M,S,0.91804755
M,S,0.74487984
M,S,0.77433014
M,S,0.8657546
M,S,0.56310654
M,Q,0.51595664
M,Y,0.90749484
M,S,0.76048696
M,S,0.90868783
M,S,0.51714385
M,Q,0.5853709
M,S,0.9791844
M,S,0.703436
M,S,0.9566543
M,S,0.88833624
M,Y,0.8976099
M,S,0.8576642
M,S,0.868929
M,S,0.6410937
M,Q,0.92483103
M,Y,0.8944407
M,A,0.5706298
M,S,0.7658743
M,Q,0.9335681
M,S,0.89682186
M,Y,0.8319216
M,S,0.8845587
M,S,0.8711662
M,S,0.8397955
M,S,0.46533537
M,S,0.5004351
M,S,0.8444565
M,Y,0.5148821
M,Q,0.98516697
M,S,0.9302026
M,S,0.7244659
M,S,0.9117315
M,S,0.8312497
M,S,0.83565784
M,S,0.7710513
M,Y,0.63264245
M,S,0.83180475
M,Q,0.4138928
M,S,0.7596271
M,S,0.84623915
M,S,0.52053356
M,Y,0.44054568
M,S,0.76315445
M,S,0.87772065
M,S,0.58654505
M,Q,0.90502745
M,Q,0.8537542
M,Y,0.88659275
M,S,0.82043034
M,Q,0.96265805
M,Q,0.9516466
M,S,0.6721278
M,S,0.83252114
M,S,0.4997997
M,Y,0.40542248
M,S,0.86825657
M,S,0.32630557
M,S,0.8963679
M,S,0.79034233
M,S,0.8971069
M,Q,0.92272943
M,S,0.8566507
M,O,0.36829603
M,S,0.81370604
M,Q,0.7752265
M,S,0.8677994
M,S,0.7996857
M,S,0.72068566
M,S,0.7751188
M,S,0.6786545
M,Q,0.47587186
M,S,0.81338894
M,S,0.85603255
M,S,0.9229516
M,S,0.81010944
M,Y,0.356967
M,Y,0.9121932
M,S,0.87890494
M,S,0.39626023
M,S,0.7743082
M,Q,0.9932261
M,S,0.7950379
M,Y,0.47272116
M,H,0.99997926
M,S,0.9276377
M,S,0.41511413
M,Y,0.64765114
M,S,0.95072126
M,S,0.9256793
M,S,0.80303484
M,S,0.82843214
M,S,0.9822145
M,S,0.5680573
M,S,0.8003876
M,S,0.54867107
M,S,0.7949751
M,S,0.745182
M,A,0.7451823
M,S,0.9342657
M,S,0.9330927
M,S,0.9081799
M,S,0.6887079
M,S,0.9258054
M,Q,0.96438605
M,S,0.89044327
M,Q,0.685636
M,S,0.82020634
M,Q,0.4697968
M,S,0.9244192
M,Q,0.99868554
M,S,0.54266435
M,Y,0.7257881
M,S,0.96202546
M,Y,0.37269714
M,Y,0.66419894
M,Y,0.61443454
M,S,0.40153435
M,S,0.52549756
M,S,0.9114873
M,A,0.5545765
M,Q,0.9401989
M,S,0.7977923
M,Q,0.99208695
M,Y,0.8242633
M,S,0.8255363
M,S,0.77295023
M,Q,0.97526383
M,Y,0.8672602
M,Q,0.971034
M,S,0.92843354
M,S,0.9062085
M,S,0.8617783
M,S,0.9296819
M,S,0.9561574
M,Q,0.9737868
M,S,0.8740832
M,S,0.7679182
M,S,0.56991065
M,S,0.96239793
M,S,0.8806993
M,S,0.8739307
M,S,0.9569899
M,S,0.70197403
M,S,0.7892346
M,S,0.92069966
M,Y,0.6752116
M,Q,0.8773979
M,S,0.6939081
M,Q,0.9780627
M,S,0.46534082
M,S,0.81369704
M,S,0.80678403
M,S,0.65268743
M,Q,0.5617893
M,Q,0.9881048
M,O,0.3710183
M,S,0.90799403
M,S,0.9126935
M,S,0.7670202
M,S,0.544845
M,S,0.7275349
M,S,0.8508531
M,S,0.90859383
M,Q,0.87682855
M,Q,0.99437124
M,S,0.6788689
M,Q,0.9261501
M,Q,0.30788317
M,S,0.7928849
M,Y,0.34155363
M,S,0.4651008
M,Q,0.86040545
M,S,0.8516346
M,S,0.9199723
M,S,0.8669059
M,Q,0.9895281
M,S,0.75711966
M,S,0.66177833
M,S,0.98746675
M,S,0.81178737
M,S,0.5932371
M,S,0.5142662
M,Y,0.59167624
M,S,0.92826784
M,S,0.9534839
M,Q,0.9622217
M,Y,0.6824655
M,S,0.6403828
M,Y,0.6418753
M,Q,0.83747613
M,Q,0.51698303
M,S,0.7969273
M,Y,0.8255189
M,S,0.6418189
M,Q,0.3504461
M,S,0.8084461
M,S,0.9074122
M,Q,0.53920025
M,S,0.93575704
M,S,0.8121332
M,Q,0.9987809
M,S,0.7207857
M,S,0.89410836
M,S,0.44206363
M,S,0.9311353
M,S,0.7337866
M,Q,0.75020313
M,Q,0.4169178
M,S,0.83013153
M,S,0.9025491
M,S,0.72786766
M,S,0.9559591
M,S,0.840782
M,S,0.6904865
M,S,0.8970238
M,S,0.40180266
M,S,0.78316617
M,S,0.92045987
M,S,0.809326
M,S,0.8982433
M,S,0.8251634
M,S,0.86083126
M,S,0.71323717
M,Y,0.66845167
M,S,0.8326327
M,S,0.72368205
M,S,0.58290774
M,S,0.49710622
M,S,0.7129016
M,S,0.79908484
M,Y,0.59578574
M,S,0.7808078
M,S,0.6811144
M,S,0.9494957
M,S,0.89096385
M,S,0.7979436
M,Y,0.6455333
M,Q,0.82190275
M,S,0.6633877
M,S,0.86747265
M,Q,0.63122034
M,S,0.9269078
M,S,0.8978182
M,Y,0.6294824
M,S,0.80605537
M,S,0.8545432
M,Q,0.8859001
M,Y,0.8081859
M,S,0.76001006
M,Q,0.81960565
M,S,0.8473916
M,Y,0.6919336
M,S,0.5605493
M,S,0.65769625
M,S,0.79195
M,Q,0.4493103
M,S,0.80033165
M,Y,0.9354109
M,S,0.8136947
M,S,0.63337713
M,Q,0.97864425
M,A,0.52122796
M,Q,0.9318053
M,S,0.4875949
M,Q,0.92206967
M,S,0.69833106
M,S,0.6677337
M,S,0.8331265
M,Q,0.97161835
M,S,0.88078994
M,S,0.3258707
M,S,0.8026547
M,S,0.7547624
M,S,0.73913467
M,S,0.8969727
M,Q,0.83765507
M,S,0.7918713
M,S,0.97815734
M,S,0.82887477
M,S,0.88831687
M,S,0.90989304
M,Y,0.42191276
M,S,0.62445265
M,S,0.8937424
M,S,0.8378241
M,S,0.88532263
M,Y,0.5917049
M,Q,0.60876936
M,S,0.5312058
M,Q,0.8996188
M,S,0.70447975
M,Q,0.9770231
N,Q,0.9844972
N,Q,0.999483
N,Q,0.74015605
N,S,0.70585144
N,Q,0.6612585
N,S,0.64710385
N,H,0.9997168
N,Q,0.98738515
N,S,0.7932579
N,Q,0.98140794
N,S,0.69289786
N,Q,0.95103973
N,S,0.65221024
N,Y,0.85144496
N,Q,0.90874946
N,Q,0.62414104
N,S,0.57861793
N,Y,0.36965075
N,Q,0.49389663
N,Q,0.9762907
N,Q,0.5854925
N,Q,0.99935573
N,H,0.9989477
N,Y,0.5120239
N,S,0.7922762
N,Q,0.8221231
N,Q,0.6585499
N,S,0.65391135
N,S,0.7160971
N,Y,0.7768701
N,Y,0.4953597
N,S,0.78218436
N,S,0.6186904
N,H,0.9999827
N,Y,0.9302626
N,Y,0.503381
N,S,0.9584055
N,Q,0.91787475
N,Q,0.8474876
N,Y,0.4490677
N,Q,0.73304117
N,Q,0.59948677
N,Q,0.30687773
N,A,0.51049
N,Q,0.44092616
N,S,0.8690636
N,S,0.9552886
N,Y,0.4844575
N,Q,0.98807365
N,Y,0.6157058
N,Q,0.9804472
N,Q,0.37476897
N,S,0.8962203
N,Q,0.60934854
N,S,0.6840759
N,Q,0.9711865
N,Y,0.43788186
N,Q,0.9925921
N,Y,0.41898543
N,Q,0.9297492
N,Y,0.49251378
N,Y,0.7783279
N,Q,0.9889848
N,S,0.82055616
N,Q,0.74284697
N,Q,0.9849481
N,Y,0.31407237
N,Q,0.8950738
N,Q,0.9975133
N,S,0.83509475
N,Y,0.49584526
N,S,0.53935975
N,S,0.88736856
N,Y,0.6329955
N,S,0.72700524
N,Q,0.9698083
N,Q,0.9753758
N,H,0.4441803
N,S,0.80318445
N,Y,0.67738247
N,Y,0.7336945
N,Q,0.84255844
N,S,0.8988187
N,S,0.6640512
N,Y,0.42177385
N,Q,0.99946946
N,Y,0.65067214
N,Q,0.95878756
N,Q,0.98857725
N,S,0.8685551
N,Q,0.78388584
N,S,0.93721557
N,Q,0.510919
N,Q,0.81662565
N,Q,0.9916672
N,Q,0.9563161
N,S,0.57064205
N,S,0.77863663
N,Q,0.4944508
N,S,0.626472
N,S,0.4863958
N,Q,0.90535176
N,S,0.38975146
N,Q,0.97014916
N,S,0.7748643
N,Q,0.40289545
N,S,0.84643555
N,Q,0.99746704
N,S,0.9207053
N,Y,0.4363045
N,Q,0.53778887
N,Q,0.4981543
N,Y,0.7249629
N,Q,0.9504933
N,S,0.61847377
N,S,0.6149133
N,O,0.53085643
N,Y,0.8915329
N,S,0.9194649
N,Q,0.9916094
N,Q,0.9984799
N,Q,0.6751944
N,S,0.8293105
N,S,0.60742694
N,Q,0.8755354
N,Q,0.9923758
N,S,0.66365504
N,S,0.8657295
N,S,0.7339316
N,Y,0.6390585
N,S,0.8895248
N,Q,0.9997973
N,S,0.40094522
N,S,0.62260336
N,S,0.7632847
N,S,0.47735146
N,Y,0.5470353
N,Q,0.9714432
N,Q,0.997869
N,Q,0.9987594
N,Q,0.9032729
N,Q,0.9031996
N,Q,0.7701426
N,S,0.91697264
N,Y,0.6968144
N,S,0.77341175
N,S,0.89813095
N,S,0.80817324
N,S,0.54418087
N,Q,0.9979133
N,Q,0.74635124
N,S,0.7135967
N,Y,0.49513143
N,S,0.66929424
N,Q,0.9998878
N,Y,0.896865
N,Y,0.6490516
N,S,0.80030805
N,S,0.8251388
N,Q,0.84028864
N,Q,0.9950145
N,S,0.82818484
N,S,0.629007
N,Q,0.97935426
N,S,0.7969786
N,S,0.97176063
N,Q,0.9703048
N,S,0.6311499
N,A,0.45386308
N,Y,0.42514533
N,S,0.85867393
N,S,0.9244126
N,Q,0.33236966
N,Q,0.6995408
N,Q,0.9981609
N,Q,0.808673
N,Y,0.49027967
N,Q,0.97373384
N,Q,0.9976624
N,S,0.9817392
